vidId,frameNum,timestamp,detectedObjId,label,score,bbox
vid1,80,3.3366666666666664,2,dining table,0.11752859503030777,"[0.0, 12.56882381439209, 223.14968872070312, 137.01849365234375]"
vid1,80,3.3366666666666664,3,sink,0.11537822335958481,"[0.0, 8.13230037689209, 224.0, 132.32855224609375]"
vid1,80,3.3366666666666664,4,bowl,0.10046227276325226,"[0.5597692728042603, 9.08601188659668, 220.94979858398438, 132.4451904296875]"
vid1,80,3.3366666666666664,5,traffic light,0.08434438705444336,"[11.26488208770752, 98.1862564086914, 23.39238739013672, 121.02134704589844]"
vid1,80,3.3366666666666664,6,cat,0.07052755355834961,"[50.587989807128906, 0.0, 221.29090881347656, 127.41854095458984]"
vid1,90,3.7537499999999997,0,couch,0.1537570208311081,"[0.0, 0.0, 224.0, 146.8884735107422]"
vid1,90,3.7537499999999997,1,car,0.10936276614665985,"[0.0, 0.0, 224.0, 143.55889892578125]"
vid1,90,3.7537499999999997,2,dining table,0.10737237334251404,"[2.2767858505249023, 7.79533576965332, 218.42294311523438, 129.95840454101562]"
vid1,90,3.7537499999999997,3,bowl,0.09907174855470657,"[8.376484870910645, 4.160116672515869, 222.09165954589844, 125.37692260742188]"
vid1,90,3.7537499999999997,4,sink,0.08709287643432617,"[0.0, 2.128497362136841, 224.0, 143.83041381835938]"
vid1,90,3.7537499999999997,5,cat,0.07044683396816254,"[2.3401122093200684, 0.0, 184.197998046875, 125.07383728027344]"
vid1,90,3.7537499999999997,6,traffic light,0.05762409791350365,"[11.517894744873047, 98.02670288085938, 23.344863891601562, 121.292236328125]"
vid1,100,4.170833333333333,0,couch,0.18020565807819366,"[0.0, 0.0, 224.0, 133.3519287109375]"
vid1,100,4.170833333333333,1,car,0.13257962465286255,"[0.0, 0.0, 224.0, 145.34645080566406]"
vid1,100,4.170833333333333,2,dining table,0.11861194670200348,"[0.0, 12.334526062011719, 223.21546936035156, 137.4346923828125]"
vid1,100,4.170833333333333,3,sink,0.1143246442079544,"[0.0, 7.817586898803711, 224.0, 132.70773315429688]"
vid1,100,4.170833333333333,4,bowl,0.09949103742837906,"[8.87144947052002, 4.141245365142822, 222.1213836669922, 125.45140838623047]"
vid1,100,4.170833333333333,5,traffic light,0.07630600035190582,"[11.644094467163086, 98.27176666259766, 24.15407371520996, 119.99690246582031]"
vid1,100,4.170833333333333,6,cat,0.07177145779132843,"[2.287338972091675, 0.0, 183.98129272460938, 125.18363952636719]"
vid1,110,4.587916666666667,0,couch,0.15083937346935272,"[2.169606924057007, 0.0, 224.0, 125.9075698852539]"
vid1,110,4.587916666666667,1,car,0.10796105116605759,"[0.0, 0.0, 224.0, 124.88487243652344]"
vid1,110,4.587916666666667,2,dining table,0.10715542733669281,"[3.040308952331543, 7.752401828765869, 218.21348571777344, 130.31488037109375]"
vid1,110,4.587916666666667,3,bowl,0.10116426646709442,"[9.060497283935547, 4.094461917877197, 222.0125274658203, 125.65863800048828]"
vid1,110,4.587916666666667,4,traffic light,0.09683684259653091,"[11.721982955932617, 98.0964584350586, 24.26763343811035, 121.0797348022461]"
vid1,110,4.587916666666667,5,sink,0.08720992505550385,"[0.0, 2.0661749839782715, 224.0, 143.52500915527344]"
vid1,110,4.587916666666667,6,cat,0.06904885172843933,"[53.19160079956055, 0.0, 221.23147583007812, 125.95868682861328]"
vid1,120,5.005,0,person,0.3427962064743042,"[173.86260986328125, 193.30160522460938, 210.14686584472656, 221.58279418945312]"
vid1,120,5.005,1,car,0.31245967745780945,"[216.570068359375, 178.96295166015625, 222.87759399414062, 195.58486938476562]"
vid1,120,5.005,2,sheep,0.18142665922641754,"[171.20777893066406, 193.05105590820312, 212.3401641845703, 222.74404907226562]"
vid1,120,5.005,3,car,0.1774604171514511,"[170.515625, 192.10435485839844, 212.07456970214844, 219.37130737304688]"
vid1,120,5.005,4,bowl,0.14298038184642792,"[0.8204492330551147, 5.380438327789307, 224.0, 124.39193725585938]"
vid1,120,5.005,5,couch,0.13609105348587036,"[0.0, 0.0, 224.0, 126.27491760253906]"
vid1,120,5.005,6,bottle,0.09845807403326035,"[148.81150817871094, 173.51480102539062, 163.8263397216797, 195.86480712890625]"
vid1,120,5.005,7,car,0.09715597331523895,"[0.0, 0.0, 224.0, 125.07627868652344]"
vid1,120,5.005,8,car,0.08685652166604996,"[213.80575561523438, 174.37034606933594, 222.7724609375, 197.3778533935547]"
vid1,120,5.005,9,dining table,0.08674360811710358,"[3.2649035453796387, 8.001588821411133, 224.0, 139.96707153320312]"
vid1,120,5.005,10,sink,0.07916095852851868,"[0.0, 3.9089598655700684, 224.0, 120.51172637939453]"
vid1,120,5.005,11,cat,0.07599211484193802,"[7.188500881195068, 0.0, 221.25596618652344, 145.4282684326172]"
vid1,120,5.005,12,parking meter,0.07098416239023209,"[90.03950500488281, 165.07139587402344, 102.82382202148438, 196.53732299804688]"
vid1,120,5.005,13,sink,0.06643784046173096,"[110.44998931884766, 181.10328674316406, 130.67312622070312, 191.651611328125]"
vid1,120,5.005,14,traffic light,0.06531288474798203,"[138.3751220703125, 95.01318359375, 149.33889770507812, 127.48780059814453]"
vid1,120,5.005,15,person,0.05829550698399544,"[132.64404296875, 167.53201293945312, 145.38150024414062, 194.90484619140625]"
vid1,120,5.005,16,bottle,0.05619988590478897,"[89.9346694946289, 162.8223419189453, 102.86734008789062, 196.46240234375]"
vid1,120,5.005,17,car,0.05287507176399231,"[128.66053771972656, 193.06533813476562, 144.0159912109375, 211.91017150878906]"
vid1,130,5.422083333333333,0,person,0.5432454943656921,"[171.9574432373047, 212.46859741210938, 183.71900939941406, 224.0]"
vid1,130,5.422083333333333,1,person,0.24885644018650055,"[210.5850830078125, 190.32568359375, 224.0, 222.6239776611328]"
vid1,130,5.422083333333333,2,couch,0.1480983942747116,"[2.4823596477508545, 0.0, 224.0, 147.6358642578125]"
vid1,130,5.422083333333333,3,bowl,0.14492546021938324,"[0.7088268995285034, 5.407701015472412, 224.0, 124.79885864257812]"
vid1,130,5.422083333333333,4,car,0.14272549748420715,"[208.6162567138672, 187.5524444580078, 224.0, 222.43362426757812]"
vid1,130,5.422083333333333,5,car,0.13802151381969452,"[141.16453552246094, 176.89024353027344, 159.8609619140625, 222.3936309814453]"
vid1,130,5.422083333333333,6,car,0.12247374653816223,"[140.9882354736328, 189.73997497558594, 168.66046142578125, 219.22006225585938]"
vid1,130,5.422083333333333,7,car,0.11929771304130554,"[0.0, 0.0, 224.0, 145.72120666503906]"
vid1,130,5.422083333333333,8,car,0.11184877157211304,"[141.55076599121094, 200.792724609375, 157.77952575683594, 222.84959411621094]"
vid1,130,5.422083333333333,9,clock,0.09405669569969177,"[185.35861206054688, 196.82211303710938, 209.57064819335938, 222.52352905273438]"
vid1,130,5.422083333333333,10,dining table,0.08436758816242218,"[4.530141830444336, 7.247213363647461, 224.0, 151.10142517089844]"
vid1,130,5.422083333333333,11,sink,0.07908877730369568,"[0.0, 3.932962656021118, 224.0, 120.80490112304688]"
vid1,130,5.422083333333333,12,cat,0.07678443193435669,"[44.082977294921875, 0.0, 223.28131103515625, 138.18624877929688]"
vid1,130,5.422083333333333,13,car,0.07464298605918884,"[196.19801330566406, 186.75784301757812, 223.1874237060547, 223.8131103515625]"
vid1,130,5.422083333333333,14,car,0.07355184108018875,"[140.2889862060547, 168.45272827148438, 155.2267608642578, 210.9946746826172]"
vid1,130,5.422083333333333,15,traffic light,0.06986802071332932,"[138.36618041992188, 95.07914733886719, 149.315673828125, 127.62238311767578]"
vid1,140,5.839166666666666,0,sink,0.18577957153320312,"[57.63190841674805, 179.29550170898438, 109.5150375366211, 188.9711456298828]"
vid1,140,5.839166666666666,1,microwave,0.1456417441368103,"[57.23469161987305, 179.1866912841797, 110.2744369506836, 189.4944610595703]"
vid1,140,5.839166666666666,2,bowl,0.14518344402313232,"[0.748492419719696, 5.393712997436523, 224.0, 124.64586639404297]"
vid1,140,5.839166666666666,3,couch,0.1341157704591751,"[0.0, 0.0, 224.0, 126.42756652832031]"
vid1,140,5.839166666666666,4,car,0.10591200739145279,"[0.0, 0.0, 224.0, 153.0845947265625]"
vid1,140,5.839166666666666,5,car,0.09552992135286331,"[210.75169372558594, 192.76583862304688, 224.0, 222.43695068359375]"
vid1,140,5.839166666666666,6,traffic light,0.09227370470762253,"[138.32212829589844, 95.12017059326172, 149.26036071777344, 127.39866638183594]"
vid1,140,5.839166666666666,7,dining table,0.09009002149105072,"[3.358205556869507, 8.535484313964844, 224.0, 139.50254821777344]"
vid1,140,5.839166666666666,8,sink,0.0795423611998558,"[0.0, 3.9204230308532715, 224.0, 120.67378234863281]"
vid1,140,5.839166666666666,9,cat,0.07294657081365585,"[7.807119369506836, 0.0, 221.03646850585938, 146.73135375976562]"
vid1,140,5.839166666666666,10,car,0.06725430488586426,"[211.4212646484375, 187.4639892578125, 222.82015991210938, 198.22747802734375]"
vid1,150,6.25625,0,bottle,0.21154670417308807,"[126.4255599975586, 174.60604858398438, 140.09291076660156, 213.50906372070312]"
vid1,150,6.25625,1,bowl,0.14548711478710175,"[0.7260107398033142, 5.384522914886475, 224.0, 124.64251708984375]"
vid1,150,6.25625,2,couch,0.1347614973783493,"[0.0, 0.0, 224.0, 126.38694763183594]"
vid1,150,6.25625,3,bottle,0.11579512804746628,"[143.6732177734375, 168.4449920654297, 152.89968872070312, 194.73802185058594]"
vid1,150,6.25625,4,car,0.10546397417783737,"[0.0, 0.0, 224.0, 153.0522003173828]"
vid1,150,6.25625,5,microwave,0.0915122851729393,"[58.9866828918457, 178.9552001953125, 102.96802520751953, 189.642333984375]"
vid1,150,6.25625,6,traffic light,0.09117476642131805,"[138.29930114746094, 95.12713623046875, 149.23635864257812, 127.28655242919922]"
vid1,150,6.25625,7,dining table,0.08966110646724701,"[3.301356315612793, 8.500048637390137, 224.0, 139.4178466796875]"
vid1,150,6.25625,8,sink,0.07995029538869858,"[0.0, 3.922948122024536, 224.0, 120.6773681640625]"
vid1,150,6.25625,9,cat,0.07494879513978958,"[7.827960014343262, 0.0, 221.08628845214844, 146.5635986328125]"
vid1,150,6.25625,10,sink,0.07142368704080582,"[59.0236930847168, 179.0093231201172, 102.34488677978516, 189.076416015625]"
vid1,160,6.673333333333333,0,bowl,0.14532063901424408,"[0.874316394329071, 5.406184196472168, 224.0, 124.76824951171875]"
vid1,160,6.673333333333333,1,couch,0.13454113900661469,"[0.0, 0.0, 224.0, 126.49723052978516]"
vid1,160,6.673333333333333,2,bottle,0.13134370744228363,"[150.6876678466797, 168.58914184570312, 158.20921325683594, 188.24874877929688]"
vid1,160,6.673333333333333,3,car,0.10668917745351791,"[0.0, 0.0, 224.0, 153.45582580566406]"
vid1,160,6.673333333333333,4,microwave,0.0934932678937912,"[59.37914276123047, 178.93939208984375, 93.7874755859375, 189.59324645996094]"
vid1,160,6.673333333333333,5,dining table,0.08977438509464264,"[3.399887800216675, 8.554996490478516, 224.0, 139.6437225341797]"
vid1,160,6.673333333333333,6,sink,0.08017966896295547,"[0.0, 3.9409563541412354, 224.0, 120.76215362548828]"
vid1,160,6.673333333333333,7,traffic light,0.07984796911478043,"[138.30316162109375, 95.15765380859375, 149.25469970703125, 127.33601379394531]"
vid1,160,6.673333333333333,8,bottle,0.07614097744226456,"[111.75240325927734, 178.9617156982422, 120.35565185546875, 191.54103088378906]"
vid1,160,6.673333333333333,9,cat,0.07458657026290894,"[7.886116981506348, 0.0, 220.9973907470703, 146.7288055419922]"
vid1,160,6.673333333333333,10,car,0.06735564768314362,"[116.82465362548828, 176.24647521972656, 136.35000610351562, 220.32586669921875]"
vid1,160,6.673333333333333,11,cup,0.06727099418640137,"[111.64102935791016, 179.6031494140625, 120.29151153564453, 191.9948272705078]"
vid1,160,6.673333333333333,12,sink,0.05998056381940842,"[57.35358428955078, 179.82264709472656, 94.55803680419922, 189.26536560058594]"
vid1,160,6.673333333333333,13,traffic light,0.05142902582883835,"[100.33340454101562, 82.20792388916016, 114.312744140625, 121.72917938232422]"
vid1,170,7.090416666666666,0,bottle,0.33158764243125916,"[159.18971252441406, 169.30531311035156, 165.28475952148438, 190.45774841308594]"
vid1,170,7.090416666666666,1,bowl,0.14510616660118103,"[0.8449304103851318, 5.409820079803467, 224.0, 124.76936340332031]"
vid1,170,7.090416666666666,2,couch,0.1348991096019745,"[0.0, 0.0, 224.0, 126.50999450683594]"
vid1,170,7.090416666666666,3,car,0.10775964707136154,"[0.0, 0.0, 224.0, 153.44761657714844]"
vid1,170,7.090416666666666,4,dining table,0.08965294808149338,"[3.424949884414673, 8.581246376037598, 224.0, 139.71070861816406]"
vid1,170,7.090416666666666,5,traffic light,0.08325967937707901,"[138.328857421875, 95.01666259765625, 149.1765594482422, 127.70074462890625]"
vid1,170,7.090416666666666,6,sink,0.07993362098932266,"[0.0, 3.9407684803009033, 224.0, 120.76445770263672]"
vid1,170,7.090416666666666,7,cat,0.07356370240449905,"[8.02934741973877, 0.0, 220.862548828125, 146.7921600341797]"
vid1,170,7.090416666666666,8,traffic light,0.052555084228515625,"[100.34429168701172, 82.21778106689453, 114.27007293701172, 121.67237854003906]"
vid1,180,7.507499999999999,0,bottle,0.5135087370872498,"[164.14747619628906, 171.44857788085938, 170.8578643798828, 186.861083984375]"
vid1,180,7.507499999999999,1,bowl,0.14529980719089508,"[0.9506054520606995, 5.414126396179199, 224.0, 124.68792724609375]"
vid1,180,7.507499999999999,2,couch,0.1350686401128769,"[0.0, 0.0, 224.0, 126.43787384033203]"
vid1,180,7.507499999999999,3,person,0.11734466254711151,"[190.67015075683594, 181.9531707763672, 210.2830047607422, 223.27316284179688]"
vid1,180,7.507499999999999,4,car,0.10692150145769119,"[0.0, 0.0, 224.0, 153.5945587158203]"
vid1,180,7.507499999999999,5,dining table,0.08967559784650803,"[3.4303417205810547, 8.599331855773926, 224.0, 139.65965270996094]"
vid1,180,7.507499999999999,6,traffic light,0.08749048411846161,"[138.3206024169922, 94.9319839477539, 149.20147705078125, 127.83404541015625]"
vid1,180,7.507499999999999,7,sink,0.07994699478149414,"[0.0, 3.9389781951904297, 224.0, 120.70423126220703]"
vid1,180,7.507499999999999,8,cat,0.07323134690523148,"[8.088118553161621, 0.0, 221.02548217773438, 146.84080505371094]"
vid1,180,7.507499999999999,9,traffic light,0.05406910181045532,"[100.33177947998047, 82.25688171386719, 114.25183868408203, 121.71715545654297]"
vid1,190,7.924583333333333,0,traffic light,0.4512321352958679,"[26.662288665771484, 71.55120086669922, 36.87294006347656, 102.65985870361328]"
vid1,190,7.924583333333333,1,traffic light,0.3675166666507721,"[44.137508392333984, 83.39971923828125, 52.5323486328125, 109.14493560791016]"
vid1,190,7.924583333333333,2,bottle,0.26852351427078247,"[204.88868713378906, 129.4629364013672, 212.10501098632812, 152.2081756591797]"
vid1,190,7.924583333333333,3,car,0.1706443578004837,"[1.6903564929962158, 0.0, 224.0, 109.890380859375]"
vid1,190,7.924583333333333,4,bottle,0.1408691555261612,"[129.4851531982422, 111.18455505371094, 137.44949340820312, 134.78228759765625]"
vid1,190,7.924583333333333,5,car,0.10774725675582886,"[167.12815856933594, 147.88648986816406, 177.84841918945312, 155.5323028564453]"
vid1,190,7.924583333333333,6,car,0.09053868800401688,"[69.56297302246094, 90.99092864990234, 75.83662414550781, 106.01192474365234]"
vid1,190,7.924583333333333,7,sink,0.08001884073019028,"[5.175018310546875, 2.933851957321167, 224.0, 105.06017303466797]"
vid1,190,7.924583333333333,8,cat,0.07843855023384094,"[12.873796463012695, 0.0, 220.76388549804688, 108.02263641357422]"
vid1,190,7.924583333333333,9,bottle,0.07042182236909866,"[69.85641479492188, 89.96009063720703, 75.6033706665039, 106.56568145751953]"
vid1,190,7.924583333333333,10,parking meter,0.06326480209827423,"[50.5164794921875, 126.9541244506836, 65.29517364501953, 169.27244567871094]"
vid1,190,7.924583333333333,11,couch,0.05713470280170441,"[2.492263078689575, 1.615378975868225, 224.0, 111.22882080078125]"
vid1,190,7.924583333333333,12,bottle,0.050570208579301834,"[51.14723205566406, 127.29035186767578, 64.79386901855469, 169.25497436523438]"
vid1,200,8.341666666666667,0,car,0.2663724720478058,"[0.0, 0.0, 224.0, 110.22046661376953]"
vid1,200,8.341666666666667,1,traffic light,0.2015877366065979,"[58.24159240722656, 147.13059997558594, 64.54886627197266, 169.9039764404297]"
vid1,200,8.341666666666667,2,bottle,0.18249115347862244,"[77.39878845214844, 139.0806427001953, 82.1613540649414, 149.97787475585938]"
vid1,200,8.341666666666667,3,traffic light,0.17425820231437683,"[27.879592895507812, 70.98395538330078, 37.82993698120117, 100.24430084228516]"
vid1,200,8.341666666666667,4,traffic light,0.12323195487260818,"[58.44374084472656, 189.7781219482422, 65.0485610961914, 210.1167449951172]"
vid1,200,8.341666666666667,5,car,0.11393897980451584,"[33.238155364990234, 109.73241424560547, 40.660701751708984, 118.07624053955078]"
vid1,200,8.341666666666667,6,person,0.09205345809459686,"[211.6287841796875, 145.20603942871094, 220.6321563720703, 167.87924194335938]"
vid1,200,8.341666666666667,7,sink,0.08403901010751724,"[0.6915661692619324, 2.3608295917510986, 224.0, 105.4928207397461]"
vid1,200,8.341666666666667,8,traffic light,0.07939590513706207,"[51.06133270263672, 126.0929183959961, 64.8917465209961, 167.3520050048828]"
vid1,200,8.341666666666667,9,cat,0.0729045569896698,"[3.430384635925293, 0.0, 219.81797790527344, 108.79573059082031]"
vid1,200,8.341666666666667,10,car,0.06396068632602692,"[103.00682830810547, 202.25514221191406, 120.87296295166016, 212.93734741210938]"
vid1,200,8.341666666666667,11,bottle,0.06364225596189499,"[212.45692443847656, 145.77748107910156, 220.43148803710938, 165.23167419433594]"
vid1,200,8.341666666666667,12,parking meter,0.05951056629419327,"[51.26981735229492, 124.56632232666016, 64.957763671875, 167.77012634277344]"
vid1,200,8.341666666666667,13,couch,0.05754692107439041,"[0.0, 1.4092071056365967, 224.0, 111.01898956298828]"
vid1,200,8.341666666666667,14,bottle,0.05205168202519417,"[173.61282348632812, 114.83184814453125, 181.8383026123047, 131.62940979003906]"
vid1,210,8.75875,0,traffic light,0.19957619905471802,"[46.65615463256836, 81.35877990722656, 53.59368133544922, 105.88510131835938]"
vid1,210,8.75875,1,car,0.17809461057186127,"[1.9810974597930908, 0.0, 224.0, 107.85032653808594]"
vid1,210,8.75875,2,bottle,0.17119431495666504,"[77.12847900390625, 136.5369415283203, 82.30068969726562, 148.01609802246094]"
vid1,210,8.75875,3,car,0.13017113506793976,"[164.93878173828125, 204.28970336914062, 197.25030517578125, 223.13467407226562]"
vid1,210,8.75875,4,traffic light,0.12968115508556366,"[28.504587173461914, 69.88911437988281, 38.17152786254883, 88.96963500976562]"
vid1,210,8.75875,5,parking meter,0.12543213367462158,"[70.78199768066406, 108.56336212158203, 79.106201171875, 143.00942993164062]"
vid1,210,8.75875,6,traffic light,0.11973242461681366,"[42.54392623901367, 156.9755859375, 47.15936279296875, 174.16397094726562]"
vid1,210,8.75875,7,traffic light,0.09284722805023193,"[59.29318618774414, 186.75433349609375, 65.59913635253906, 206.4944305419922]"
vid1,210,8.75875,8,bottle,0.08125896751880646,"[70.44488525390625, 105.85667419433594, 78.25099182128906, 136.0179901123047]"
vid1,210,8.75875,9,sink,0.07811702787876129,"[0.0, 2.084341526031494, 224.0, 79.2663345336914]"
vid1,210,8.75875,10,parking meter,0.060629893094301224,"[71.05023956298828, 88.23239135742188, 76.89727020263672, 107.29792785644531]"
vid1,210,8.75875,11,car,0.054080087691545486,"[104.57746887207031, 198.23573303222656, 120.8293685913086, 210.32266235351562]"
vid1,210,8.75875,12,parking meter,0.05038467422127724,"[76.82384490966797, 135.6505889892578, 82.22502136230469, 147.9357147216797]"
vid1,220,9.175833333333333,0,car,0.15940751135349274,"[0.21134155988693237, 0.0, 224.0, 107.7348861694336]"
vid1,220,9.175833333333333,1,traffic light,0.15187659859657288,"[37.320518493652344, 172.48797607421875, 46.597408294677734, 182.30374145507812]"
vid1,220,9.175833333333333,2,parking meter,0.13358713686466217,"[70.29349517822266, 87.33783721923828, 77.73236083984375, 111.35943603515625]"
vid1,220,9.175833333333333,3,bottle,0.10368552803993225,"[180.91390991210938, 118.94743347167969, 189.75393676757812, 145.62322998046875]"
vid1,220,9.175833333333333,4,bottle,0.09598156809806824,"[209.1381378173828, 139.73779296875, 220.2379913330078, 163.2420196533203]"
vid1,220,9.175833333333333,5,sink,0.08101258426904678,"[0.0, 2.0783214569091797, 224.0, 81.8807144165039]"
vid1,220,9.175833333333333,6,person,0.08047673106193542,"[209.1763916015625, 139.6322784423828, 220.45285034179688, 170.47425842285156]"
vid1,220,9.175833333333333,7,traffic light,0.07974138855934143,"[60.394039154052734, 184.28834533691406, 66.5989761352539, 204.0684356689453]"
vid1,220,9.175833333333333,8,parking meter,0.07059217989444733,"[71.40486907958984, 104.7671890258789, 79.6047592163086, 138.12916564941406]"
vid1,220,9.175833333333333,9,car,0.0650997906923294,"[212.15867614746094, 195.73428344726562, 222.7528076171875, 210.84933471679688]"
vid1,220,9.175833333333333,10,traffic light,0.06023360416293144,"[47.43699645996094, 80.50557708740234, 54.674922943115234, 108.60393524169922]"
vid1,220,9.175833333333333,11,car,0.059830088168382645,"[70.77447509765625, 87.45067596435547, 78.0975112915039, 109.28898620605469]"
vid1,230,9.592916666666666,0,bottle,0.300590455532074,"[163.8406524658203, 94.10652160644531, 169.915283203125, 120.00208282470703]"
vid1,230,9.592916666666666,1,bottle,0.13341167569160461,"[140.5799102783203, 151.1488800048828, 145.24566650390625, 168.4835968017578]"
vid1,230,9.592916666666666,2,car,0.11721843481063843,"[0.8228076100349426, 0.0, 224.0, 108.8122329711914]"
vid1,230,9.592916666666666,3,traffic light,0.09695229679346085,"[48.25657653808594, 79.6463394165039, 59.303260803222656, 106.21936798095703]"
vid1,230,9.592916666666666,4,bottle,0.08774008601903915,"[209.3679962158203, 136.5994873046875, 219.71751403808594, 163.0927734375]"
